,Unnamed: 0,Unnamed: 0.1,Hotel Name,Review,Review_Lemma,Keyword,Sentiment,User Contribution,Recency,joy,sadness,fear,disgust,anger,MHRs,Index,abs_Sentiment,new_MHR,Normalized_User_Contribution,Recency_new,Score,Bucket
30,153,165,Treebo Trend Orchard Suites,Very poor no value for money as paid really high considering good breakfast there other hotels without break at much lower price.,very poor no value for money as pay really high consider good breakfast there oth hotel without break at much low price .,high consider,-0.930467,1,Jan-18,0.549151,0.155498,0.076956,0.243454,0.067269,0.167036298,153,0.930467,0.167036298,0.000364697,561 days 00:00:00.000000000,1.567258683,price
31,156,171,Treebo Trend Orchard Suites,We were offered only usual discount and no cash back discount was given to us.,we be offer only usual discount and no cash back discount be give to us .,usual discount,-0.576585,2,Jul-17,0.194009,0.045711,0.018514,0.060163,0.09578,0.164601913,156,0.576585,0.164601913,0.000729395,745 days 00:00:00.000000000,0.905871488,price
123,622,719,Treebo Trend Orchard Suites,"Surprisingly, they claim to have 250 hotels across 30 cities , however the management is horrible.","surprisingly , they claim to have 250 hotel across 30 city , however the management be horrible .",management,-0.89482,1,Aug-17,0.001965,0.406968,0.228908,0.312926,0.418137,0.030311349,622,0.89482,0.030311349,9.92E-05,714 days 00:00:00.000000000,3.258624408,staff
124,611,706,Treebo Trend Orchard Suites,I asked for boiled eggs & the staff said that we don't have eggs.,i ask for boil egg & the staff say that we do n't have egg .,staff,-0.674608,6,Jun-18,0.102015,0.178391,0.042807,0.242791,0.65291,0.030621612,611,0.674608,0.030621612,0.00059512,410 days 00:00:00.000000000,3.060588548,staff
125,631,729,Treebo Trend Orchard Suites,and I wonder why these hotels still continue with these staff when they can get bad reviews online and lose business.,and i wonder why these hotel still continue with these staff when they can get bad review online and lose busines .,staff,-0.962703,247,Mar-17,0.008156,0.642678,0.164312,0.35967,0.17168,0.030574174,631,0.962703,0.030574174,0.024499107,867 days 00:00:00.000000000,2.971249543,staff
126,618,714,Treebo Trend Orchard Suites,"I being a Civil Engineer can easily distinguish between the two rooms, however I was disappointed with the attitude of the staff.","i be a Civil Engineer can easily distinguish between the two room , however i be disappointed with the attitude of the staff .",attitude of the staff,-0.953664,1,Oct-17,0.013439,0.731624,0.04665,0.212843,0.2412,0.029792366,618,0.953664,0.029792366,9.92E-05,653 days 00:00:00.000000000,2.824580389,staff
127,620,716,Treebo Trend Orchard Suites,Ignoring the front desk staff (They looked us as if why did we come to this hotel and did not help us carry our luggage to the room.,ignore the front desk staff ( they look us as if why do we come to this hotel and do not help us carry our luggage to the room .,front desk staff,-0.935752,1,Nov-17,0.005584,0.46614,0.129686,0.284381,0.306241,0.029783753,620,0.935752,0.029783753,9.92E-05,622 days 00:00:00.000000000,2.804561626,staff
128,621,717,Treebo Trend Orchard Suites,Treebo not only never delivers what is promised but also is a huge shame to hospitality & customer service.,Treebo not only never deliver what be promise but also be a huge shame to hospitality & customer service .,customer service,-0.943341,21,May-18,0.027303,0.529774,0.033944,0.494809,0.170744,0.030328065,621,0.943341,0.030328065,0.00208292,441 days 00:00:00.000000000,2.79885959,staff
129,614,710,Treebo Trend Orchard Suites,staff need to be trained not to set out wet plates and mugs.,staff nee to be train not to set out wet plate and mug .,staff,-0.572756,3,Sep-18,0.080017,0.326396,0.173194,0.435017,0.215108,0.030269329,614,0.572756,0.030269329,0.00029756,318 days 00:00:00.000000000,2.706989273,staff
130,616,712,Treebo Trend Orchard Suites,Unfortunately was disappointed by their service.,unfortunately be disappoint by their service .,service,-0.954759,2,Dec-17,0.002558,0.800943,0.05887,0.150628,0.170164,0.031014806,616,0.954759,0.031014806,0.000198373,592 days 00:00:00.000000000,2.665938587,staff
131,608,702,Treebo Trend Orchard Suites,Poor hygiene in dining area and poor quality of breakfast.,Poor hygiene in dining area and poor quality of breakfast .,poor quality of breakfast,-0.929472,1,Jun-18,0.049104,0.569447,0.335305,0.180731,0.079751,0.030853203,608,0.929472,0.030853203,9.92E-05,410 days 00:00:00.000000000,2.583570863,staff
132,626,723,Treebo Trend Orchard Suites,"Service level very slow - You ask for anything, need minimum 2 reminders","Service level very slow - you ask for anything , nee minimum 2 reminder",Service level,-0.670443,1,Jul-17,0.037108,0.490527,0.102038,0.142742,0.26549,0.031311489,626,0.670443,0.031311489,9.92E-05,745 days 00:00:00.000000000,2.368998224,staff
133,623,720,Treebo Trend Orchard Suites,"Not enough Drinking water was not supplied only 1Ltr per day per room (that too not on day of check-out), and customer is forced to buy a bisleri water bottle with MRP of Rs.20 for Rs.","not enough Drinking water be not supply only 1ltr per day per room ( that too not on day of check - out ) , and customer be force to buy a bisleri water bottle with MRP of Rs.20 for r .",customer,-0.6126,1,Aug-17,0.049905,0.287379,0.160307,0.300885,0.243418,0.030029023,623,0.6126,0.030029023,9.92E-05,714 days 00:00:00.000000000,2.333440756,staff
134,630,727,Treebo Trend Orchard Suites,I have seen reviews on many hotels where the customer complained of staff behavior,i have see review on many hotel where the customer complain of staff behavior,staff behavior,-0.766028,247,Mar-17,0.198278,0.072722,0.068255,0.647931,0.201173,0.030279819,630,0.766028,0.030279819,0.024499107,867 days 00:00:00.000000000,2.303635833,staff
135,604,697,Treebo Trend Orchard Suites,"The one downside is the the poor maintenance of the restaurant and morning breakfast,it lacks cleanliness and very much short of personnel,so i advise my fellow travelers not to eat the free breakfast offered by the hotel.","the one downside be the the poor maintenance of the restaurant and morning breakfast , it lack cleanlines and very much short of personnel , so i advise my fellow traveler not to eat the free breakfast offer by the hotel .",poor maintenance of the restaurant,-0.900918,4,Nov-18,0.081094,0.35734,0.377619,0.215488,0.064278,0.028803949,604,0.900918,0.028803949,0.000396747,257 days 00:00:00.000000000,2.296621832,staff
136,617,713,Treebo Trend Orchard Suites,Only they dont serve lunch and little delay in service but belive me its just little .,only they do nt serve lunch and little delay in service but belive me its just little .,service,-0.898289,1,Oct-17,0.020284,0.50983,0.042581,0.117766,0.222975,0.030697867,617,0.898289,0.030697867,9.92E-05,653 days 00:00:00.000000000,2.12983639,staff
137,610,704,Treebo Trend Orchard Suites,Laundry staff member keeps hassling us for tips and conveniently makes way with any tips left for house keeping staff.,Laundry staff member keep hassle us for tip and conveniently make way with any tip leave for house keep staff .,Laundry staff member keep hassle,-0.328417,2,Nov-18,0.257999,0.402244,0.22703,0.155689,0.108627,0.030911209,610,0.328417,0.030911209,0.000198373,257 days 00:00:00.000000000,2.102518605,staff
138,627,724,Treebo Trend Orchard Suites,"They wanted us to go back to the reception from the room alloted at 1a.m in the morning and pay them for the entire stay then & there , else would not send the luggage to the room !!!","they want us to go back to the reception from the room allot at 1a.m in the morning and pay them for the entire stay then & there , else would not send the luggage to the room ! ! !",reception,-0.694639,1,Aug-17,0.216587,0.560837,0.063107,0.056613,0.172697,0.061288271,627,0.694639,0.061288271,9.92E-05,714 days 00:00:00.000000000,2.047768252,staff
139,605,699,Treebo Trend Orchard Suites,Seems like Management does nothing to rectify these issues following guest reports and are interested in only making money.,seem like Management do nothing to rectify these issue follow guest report and be interested in only make money .,Management,-0.829249,2,Nov-18,0.196269,0.38566,0.048422,0.098778,0.245343,0.030609141,605,0.829249,0.030609141,0.000198373,257 days 00:00:00.000000000,2.00785647,staff
140,606,700,Treebo Trend Orchard Suites,"on days when the hotel is full of guests, the staff has a tough time minding requests.
","on day when the hotel be full of guest , the staff have a tough time mind request . 
",staff,-0.322518,1,Mar-19,0.052037,0.519293,0.067018,0.010371,0.163052,0.030079815,606,0.322518,0.030079815,9.92E-05,137 days 00:00:00.000000000,1.91328837,staff
141,613,709,Treebo Trend Orchard Suites,The guy in the reception made the guest wait for 2 hours in the lobby and threatened not to let the guest go with out the payment.,the guy in the reception make the guest wait for 2 hour in the lobby and threaten not to let the guest go with out the payment .,reception,-0.75021,21,May-18,0.17988,0.375253,0.068962,0.088132,0.219812,0.028895419,613,0.75021,0.028895419,0.00208292,441 days 00:00:00.000000000,1.890838298,staff
142,607,701,Treebo Trend Orchard Suites,Timings of room service could have been all thru the day.,timing of room service could have be all thru the day .,timing of room service,-0.263025,47,Jul-18,0.355537,0.309885,0.177087,0.127852,0.153161,0.030148589,607,0.263025,0.030148589,0.004661773,380 days 00:00:00.000000000,1.876678291,staff
143,603,696,Treebo Trend Orchard Suites,Also some compliments were missing and after informing the staff things were taken care quickly.,also some compliment be miss and after inform the staff thing be take care quickly .,staff thing,-0.47316,1,Dec-18,0.042737,0.653276,0.090078,0.019417,0.044832,0.030761439,603,0.47316,0.030761439,9.92E-05,227 days 00:00:00.000000000,1.872731173,staff
144,629,726,Treebo Trend Orchard Suites,Could not get WIFI services during the entire length of my stay.,Could not get WIFI service during the entire length of my stay .,WIFI service,-0.846308,1,Apr-17,0.150167,0.368813,0.034154,0.103579,0.235526,0.030517272,629,0.846308,0.030517272,9.92E-05,836 days 00:00:00.000000000,1.800341362,staff
145,619,715,Treebo Trend Orchard Suites,"The staff are discourteous, there is no guest centricity and the internal communication, system and process sucks!","the staff be discourteous , there be no guest centricity and the internal communication , system and proces suck !",staff,-0.923424,21,May-18,0.053772,0.245983,0.045716,0.228453,0.167309,0.029757614,619,0.923424,0.029757614,0.00208292,441 days 00:00:00.000000000,1.710663689,staff
146,625,722,Treebo Trend Orchard Suites,"The place is decent & neat but the staff are just not cooperative , in fact rude!","the place be decent & neat but the staff be just not cooperative , in fact rude !",staff,-0.899617,1,Aug-17,0.053772,0.245983,0.045716,0.228453,0.167309,0.02952861,625,0.899617,0.02952861,9.92E-05,714 days 00:00:00.000000000,1.64727493,staff
147,612,707,Treebo Trend Orchard Suites,Quite an impolite front office staff.. not even looking at the customer while speaking to them.,quite an impolite front office staff .. not even look at the customer while speak to them .,impolite front office staff,-0.926413,2,Jan-18,0.129017,0.303848,0.121883,0.087949,0.091699,0.030354173,612,0.926413,0.030354173,0.000198373,561 days 00:00:00.000000000,1.442395786,staff
148,628,725,Treebo Trend Orchard Suites,Some Good things can be spoilt by some unpleasant staff and their attitude and behaviour,some Good thing can be spoil by some unpleasant staff and their attitude and behaviour,unpleasant staff,-0.773541,247,Mar-17,0.451192,0.015158,0.035225,0.551552,0.029166,0.030648508,628,0.773541,0.030648508,0.024499107,867 days 00:00:00.000000000,1.414406211,staff
149,615,711,Treebo Trend Orchard Suites,It was earlier SILVERSTAR booking but due to maintenance issue TREEBO had taken urgent step & given ORCHID SUITE one step up Standard Room .,it be early SILVERSTAR booking but due to maintenance issue TREEBO have take urgent step & give ORCHID SUITE one step up Standard Room .,maintenance issue TREEBO,-0.658959,1,Nov-17,0.055416,0.140205,0.134832,0.028763,0.217401,0.031028033,615,0.658959,0.031028033,9.92E-05,622 days 00:00:00.000000000,1.387716187,staff
150,602,695,Treebo Trend Orchard Suites,My wife had misplaced her watch at the hotel & the reception was kind enough to call me even though i had checked -out to inform me about finding the watch & returning it back to me.,my wife have misplace her watch at the hotel & the reception be kind enough to call me even though i have check -out to inform me about find the watch & return it back to me .,reception,-0.643436,1,Mar-19,0.605416,0.223172,0.03998,0.150067,0.060309,0.030029974,602,0.643436,0.030029974,9.92E-05,137 days 00:00:00.000000000,1.238033688,staff
151,624,721,Treebo Trend Orchard Suites,"All basic amenities are available, staff is excellent but they do not have car service.","all basic amenity be available , staff be excellent but they do not have car service .",car service,-0.702386,7,Jul-17,0.061263,0.13027,0.003906,0.165524,0.148055,0.030123451,624,0.702386,0.030123451,0.000694307,745 days 00:00:00.000000000,1.144293388,staff
152,632,730,Treebo Trend Orchard Suites,Common Halls are big and neat but management needs to make sure they don't store old mattresses which are bit eyesore.,Common Halls be big and neat but management need to make sure they do n't store old mattress which be bit eyesore .,management,-0.634055,55,Feb-17,0.138127,0.094579,0.175356,0.040316,0.132961,0.030684295,632,0.634055,0.030684295,0.005455267,895 days 00:00:00.000000000,1.098359588,staff
